record_Id,group,dataSetName,lon,lat,elev,archive,proxy,age,resolution,temperature,temperature_type,season,continent
Holebudalen.Seppa.2009_0_16,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,3401.32,263,9.93,absolute,annual,1
Holebudalen.Seppa.2009_0_17,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,3664.54,263,10.13,absolute,annual,1
Holebudalen.Seppa.2009_0_18,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,3927.76,263,9.76,absolute,annual,1
Holebudalen.Seppa.2009_0_19,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,4190.98,263,9.14,absolute,annual,1
Holebudalen.Seppa.2009_0_20,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,4454.19,263,10.32,absolute,annual,1
Holebudalen.Seppa.2009_0_21,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,4717.41,263,10.11,absolute,annual,1
Holebudalen.Seppa.2009_0_22,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,4980.63,263,9.98,absolute,annual,1
Holebudalen.Seppa.2009_0_23,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,5243.84,263,9.79,absolute,annual,1
Holebudalen.Seppa.2009_0_24,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,5507.06,263,9.34,absolute,annual,1
Holebudalen.Seppa.2009_0_25,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,5770.28,263,9.78,absolute,annual,1
Holebudalen.Seppa.2009_0_26,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,6033.5,263,10.1,absolute,annual,1
Holebudalen.Seppa.2009_0_27,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,6296.71,263,10.03,absolute,annual,1
Holebudalen.Seppa.2009_0_28,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,6428.32,263,10.99,absolute,annual,1
Holebudalen.Seppa.2009_0_29,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,6559.93,263,11.16,absolute,annual,1
Holebudalen.Seppa.2009_0_30,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,6823.15,263,10.89,absolute,annual,1
Holebudalen.Seppa.2009_0_31,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,7086.37,263,11.84,absolute,annual,1
Holebudalen.Seppa.2009_0_32,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,7349.58,263,11.29,absolute,annual,1
Holebudalen.Seppa.2009_0_33,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,7612.8,263,11.8,absolute,annual,1
Holebudalen.Seppa.2009_0_34,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,7876.02,263,11.63,absolute,annual,1
Holebudalen.Seppa.2009_0_35,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,8007.63,263,11.92,absolute,annual,1
Holebudalen.Seppa.2009_0_36,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,8051.51,263,12.15,absolute,annual,1
Holebudalen.Seppa.2009_0_37,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,8095.37,263,11.65,absolute,annual,1
Holebudalen.Seppa.2009_0_38,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,8139.24,263,10.26,absolute,annual,1
Holebudalen.Seppa.2009_0_39,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,8270.85,263,10.26,absolute,annual,1
Holebudalen.Seppa.2009_0_40,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,8314.71,263,10.56,absolute,annual,1
Holebudalen.Seppa.2009_0_41,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,8358.58,263,11.34,absolute,annual,1
Holebudalen.Seppa.2009_0_42,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,8402.45,263,11.34,absolute,annual,1
Holebudalen.Seppa.2009_0_43,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,8665.67,263,11.97,absolute,annual,1
Holebudalen.Seppa.2009_0_44,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,8928.89,263,12.15,absolute,annual,1
Holebudalen.Seppa.2009_0_45,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,9192.11,263,12.03,absolute,annual,1
Holebudalen.Seppa.2009_0_46,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,9323.71,263,11.73,absolute,annual,1
Holebudalen.Seppa.2009_0_47,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,9455.32,263,12.14,absolute,annual,1
Holebudalen.Seppa.2009_0_48,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,9718.54,263,11.33,absolute,annual,1
Holebudalen.Seppa.2009_0_49,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,9981.76,263,11.63,absolute,annual,1
Holebudalen.Seppa.2009_0_50,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,10244.98,263,12.48,absolute,annual,1
Holebudalen.Seppa.2009_0_51,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,10508.19,263,12.34,absolute,annual,1
Holebudalen.Seppa.2009_0_52,Holebudalen.Seppa.2009_0,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,chironomid,10948.19,263,11.51,absolute,annual,1
Holebudalen.Seppa.2009_2_0,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,-9.54,263,10.373,absolute,warm,1
Holebudalen.Seppa.2009_2_1,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,67.23,263,9.857,absolute,warm,1
Holebudalen.Seppa.2009_2_2,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,154.97,263,9.88,absolute,warm,1
Holebudalen.Seppa.2009_2_3,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,242.71,263,9.627,absolute,warm,1
Holebudalen.Seppa.2009_2_4,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,330.45,263,9.899,absolute,warm,1
Holebudalen.Seppa.2009_2_5,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,418.19,263,9.991,absolute,warm,1
Holebudalen.Seppa.2009_2_6,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,505.93,263,10.192,absolute,warm,1
Holebudalen.Seppa.2009_2_7,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,593.67,263,9.642,absolute,warm,1
Holebudalen.Seppa.2009_2_8,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,681.41,263,10.601,absolute,warm,1
Holebudalen.Seppa.2009_2_9,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,769.15,263,10.244,absolute,warm,1
Holebudalen.Seppa.2009_2_10,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,856.89,263,10.566,absolute,warm,1
Holebudalen.Seppa.2009_2_11,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,944.63,263,10.382,absolute,warm,1
Holebudalen.Seppa.2009_2_12,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1032.36,263,10.712,absolute,warm,1
Holebudalen.Seppa.2009_2_13,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1120.1,263,10.664,absolute,warm,1
Holebudalen.Seppa.2009_2_14,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1207.84,263,10.538,absolute,warm,1
Holebudalen.Seppa.2009_2_15,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1295.58,263,10.595,absolute,warm,1
Holebudalen.Seppa.2009_2_16,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1383.32,263,10.425,absolute,warm,1
Holebudalen.Seppa.2009_2_17,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1471.06,263,11.132,absolute,warm,1
Holebudalen.Seppa.2009_2_18,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1558.8,263,11.271,absolute,warm,1
Holebudalen.Seppa.2009_2_19,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1646.54,263,10.881,absolute,warm,1
Holebudalen.Seppa.2009_2_20,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1734.28,263,10.628,absolute,warm,1
Holebudalen.Seppa.2009_2_21,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1822.02,263,11.128,absolute,warm,1
Holebudalen.Seppa.2009_2_22,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1909.76,263,11.101,absolute,warm,1
Holebudalen.Seppa.2009_2_23,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,1997.5,263,10.741,absolute,warm,1
Holebudalen.Seppa.2009_2_24,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,2085.23,263,11.047,absolute,warm,1
Holebudalen.Seppa.2009_2_25,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,2172.97,263,10.528,absolute,warm,1
Holebudalen.Seppa.2009_2_26,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,2260.71,263,11.153,absolute,warm,1
Holebudalen.Seppa.2009_2_27,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,2348.45,263,11.308,absolute,warm,1
Holebudalen.Seppa.2009_2_28,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,2436.19,263,11.65,absolute,warm,1
Holebudalen.Seppa.2009_2_29,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,2611.67,263,11.679,absolute,warm,1
Holebudalen.Seppa.2009_2_30,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,2787.15,263,11.396,absolute,warm,1
Holebudalen.Seppa.2009_2_31,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,2962.63,263,11.097,absolute,warm,1
Holebudalen.Seppa.2009_2_32,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,3138.11,263,11.534,absolute,warm,1
Holebudalen.Seppa.2009_2_33,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,3313.58,263,11.207,absolute,warm,1
Holebudalen.Seppa.2009_2_34,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,3489.06,263,11.362,absolute,warm,1
Holebudalen.Seppa.2009_2_35,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,3664.54,263,11.447,absolute,warm,1
Holebudalen.Seppa.2009_2_36,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,3840.02,263,11.516,absolute,warm,1
Holebudalen.Seppa.2009_2_37,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,4015.5,263,11.572,absolute,warm,1
Holebudalen.Seppa.2009_2_38,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,4190.98,263,11.299,absolute,warm,1
Holebudalen.Seppa.2009_2_39,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,4366.45,263,11.144,absolute,warm,1
Holebudalen.Seppa.2009_2_40,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,4541.93,263,12.441,absolute,warm,1
Holebudalen.Seppa.2009_2_41,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,4717.41,263,11.086,absolute,warm,1
Holebudalen.Seppa.2009_2_42,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,4892.89,263,11.903,absolute,warm,1
Holebudalen.Seppa.2009_2_43,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,5068.37,263,11.609,absolute,warm,1
Holebudalen.Seppa.2009_2_44,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,5243.84,263,10.795,absolute,warm,1
Holebudalen.Seppa.2009_2_45,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,5419.32,263,12.097,absolute,warm,1
Holebudalen.Seppa.2009_2_46,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,5594.8,263,12.14,absolute,warm,1
Holebudalen.Seppa.2009_2_47,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,5770.28,263,11.921,absolute,warm,1
Holebudalen.Seppa.2009_2_48,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,5945.76,263,12.397,absolute,warm,1
Holebudalen.Seppa.2009_2_49,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,6121.24,263,12.023,absolute,warm,1
Holebudalen.Seppa.2009_2_50,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,6296.71,263,11.753,absolute,warm,1
Holebudalen.Seppa.2009_2_51,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,6472.19,263,11.243,absolute,warm,1
Holebudalen.Seppa.2009_2_52,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,6647.67,263,11.411,absolute,warm,1
Holebudalen.Seppa.2009_2_53,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,6823.15,263,11.966,absolute,warm,1
Holebudalen.Seppa.2009_2_54,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,6998.63,263,11.631,absolute,warm,1
Holebudalen.Seppa.2009_2_55,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,7174.11,263,12.22,absolute,warm,1
Holebudalen.Seppa.2009_2_56,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,7349.58,263,12.593,absolute,warm,1
Holebudalen.Seppa.2009_2_57,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,7525.06,263,11.727,absolute,warm,1
Holebudalen.Seppa.2009_2_58,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,7700.54,263,11.513,absolute,warm,1
Holebudalen.Seppa.2009_2_59,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,7876.02,263,11.575,absolute,warm,1
Holebudalen.Seppa.2009_2_60,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,8051.5,263,11.516,absolute,warm,1
Holebudalen.Seppa.2009_2_61,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,8226.98,263,10.861,absolute,warm,1
Holebudalen.Seppa.2009_2_62,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,8402.45,263,11.102,absolute,warm,1
Holebudalen.Seppa.2009_2_63,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,8577.93,263,11.23,absolute,warm,1
Holebudalen.Seppa.2009_2_64,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,8753.41,263,11.768,absolute,warm,1
Holebudalen.Seppa.2009_2_65,Holebudalen.Seppa.2009_2,Holebudalen.Seppa.2009,6.98,59.83,1144,Lake sediment,,8928.89,263,11.339,absolute,warm,1
PrazRodet.Shotyk.1997_0_0,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-43.39,43,8.058571427,absolute,annual,1
PrazRodet.Shotyk.1997_0_1,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-41.52,43,6.325000002,absolute,annual,1
PrazRodet.Shotyk.1997_0_2,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-38.35,43,5.735714287,absolute,annual,1
PrazRodet.Shotyk.1997_0_3,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-35.52,43,6.71,absolute,annual,1
PrazRodet.Shotyk.1997_0_4,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-32.84,43,7.465714287,absolute,annual,1
PrazRodet.Shotyk.1997_0_5,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-30.14,43,6.223571427,absolute,annual,1
PrazRodet.Shotyk.1997_0_6,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-27.52,43,6.735714285,absolute,annual,1
PrazRodet.Shotyk.1997_0_7,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-24.82,43,6.747142858,absolute,annual,1
PrazRodet.Shotyk.1997_0_8,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-22.09,43,6.145000002,absolute,annual,1
PrazRodet.Shotyk.1997_0_9,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-19.42,43,5.064285717,absolute,annual,1
PrazRodet.Shotyk.1997_0_10,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-16.91,43,6.565,absolute,annual,1
PrazRodet.Shotyk.1997_0_11,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-14.3,43,5.6,absolute,annual,1
PrazRodet.Shotyk.1997_0_12,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-12.92,43,6.239285717,absolute,annual,1
PrazRodet.Shotyk.1997_0_13,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-11.39,43,5.715,absolute,annual,1
PrazRodet.Shotyk.1997_0_14,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-9.85,43,6.177857145,absolute,annual,1
PrazRodet.Shotyk.1997_0_15,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-8.2,43,5.222857144,absolute,annual,1
PrazRodet.Shotyk.1997_0_16,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,-4.36,43,6.277857145,absolute,annual,1
PrazRodet.Shotyk.1997_0_17,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,0.03,43,5.594285713,absolute,annual,1
PrazRodet.Shotyk.1997_0_18,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,4.75,43,4.700714287,absolute,annual,1
PrazRodet.Shotyk.1997_0_19,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,9.64,43,3.930714287,absolute,annual,1
PrazRodet.Shotyk.1997_0_20,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,14.6,43,2.793571427,absolute,annual,1
PrazRodet.Shotyk.1997_0_21,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,19.63,43,4.379285712,absolute,annual,1
PrazRodet.Shotyk.1997_0_22,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,24.77,43,3.482857145,absolute,annual,1
PrazRodet.Shotyk.1997_0_23,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,29.94,43,3.817857142,absolute,annual,1
PrazRodet.Shotyk.1997_0_24,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,35.31,43,3.930714287,absolute,annual,1
PrazRodet.Shotyk.1997_0_25,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,40.79,43,4.145714285,absolute,annual,1
PrazRodet.Shotyk.1997_0_26,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,46.24,43,3.987142857,absolute,annual,1
PrazRodet.Shotyk.1997_0_27,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,52.32,43,8.743571427,absolute,annual,1
PrazRodet.Shotyk.1997_0_28,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,62.07,43,9.532857141,absolute,annual,1
PrazRodet.Shotyk.1997_0_29,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,71.58,43,7.299285717,absolute,annual,1
PrazRodet.Shotyk.1997_0_30,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,72.68,43,7.392142857,absolute,annual,1
PrazRodet.Shotyk.1997_0_31,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,73.44,43,7.534285715,absolute,annual,1
PrazRodet.Shotyk.1997_0_32,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,79.82,43,6.920714285,absolute,annual,1
PrazRodet.Shotyk.1997_0_33,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,95.4,43,7.102857145,absolute,annual,1
PrazRodet.Shotyk.1997_0_34,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,119.47,43,7.367142856,absolute,annual,1
PrazRodet.Shotyk.1997_0_35,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,151.25,43,7.209285712,absolute,annual,1
PrazRodet.Shotyk.1997_0_36,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,189.94,43,7.342142855,absolute,annual,1
PrazRodet.Shotyk.1997_0_37,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,234.73,43,7.141428572,absolute,annual,1
PrazRodet.Shotyk.1997_0_38,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,284.82,43,7.425,absolute,annual,1
PrazRodet.Shotyk.1997_0_39,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,339.4,43,6.430000002,absolute,annual,1
PrazRodet.Shotyk.1997_0_40,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,397.67,43,7.099285714,absolute,annual,1
PrazRodet.Shotyk.1997_0_41,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,458.82,43,7.235714284,absolute,annual,1
PrazRodet.Shotyk.1997_0_42,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,522.04,43,7.357857142,absolute,annual,1
PrazRodet.Shotyk.1997_0_43,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,586.54,43,7.367142856,absolute,annual,1
PrazRodet.Shotyk.1997_0_44,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,651.51,43,7.314285713,absolute,annual,1
PrazRodet.Shotyk.1997_0_45,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,716.13,43,6.966428571,absolute,annual,1
PrazRodet.Shotyk.1997_0_46,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,779.62,43,6.884285716,absolute,annual,1
PrazRodet.Shotyk.1997_0_47,PrazRodet.Shotyk.1997_0,PrazRodet.Shotyk.1997,6.17,46.57,1040,Peat,pollen,841.15,43,6.732857145,absolute,annual,1
